geneid	chr	s1	s2
SLC38A2|54407	chr12	46751972	46766645
SLC38A3|10991	chr3	50242692	50258405
SLC38A4|55089	chr12	47158544	47219780
SLC38A5|92745	chr23	48316928	48328644
SLC38A6|145389	chr14	61447880	61550450
SLC38A7|55238	chr16	58700298	58718674
SLC38A8|146167	chr16	84043389	84075762
SLC38A9|153129	chr5	54921676	55008554
SLC39A10|57181	chr2	196521532	196602425
SLC39A11|201266	chr17	70642086	71088853
SLC39A12|221074	chr10	18240768	18332221
SLC39A13|91252	chr11	47377001	47438046
SLC39A14|23516	chr8	22224762	22291638
SLC39A1|27173	chr1	153931589	153940188
SLC39A2|29986	chr14	21467419	21470030
SLC39A3|29985	chr19	2732202	2740074
SLC39A4|55630	chr8	145635777	145642273
SLC39A5|283375	chr12	56623820	56631627
SLC39A6|25800	chr18	33688495	33709357
SLC39A7|7922	chr6	33168603	33172213
SLC39A8|64116	chr4	103172198	103266655
SLC39A9|55334	chr14	69865407	69929105
SLC3A1|6519	chr2	44502597	44547959
SLC3A2|6520	chr11	62623518	62656352
SLC40A1|30061	chr2	190425318	190448484
SLC41A1|254428	chr1	205758221	205782161
SLC41A2|84102	chr12	105197276	105322472
SLC41A3|54946	chr3	125725201	125820400
SLC43A1|8501	chr11	57252008	57283159
SLC43A2|124935	chr17	1477697	1532130
SLC43A3|29015	chr11	57174429	57195053
SLC44A1|23446	chr9	108006929	108200782
SLC44A2|57153	chr19	10713121	10755234
SLC44A3|126969	chr1	95285901	95360801
SLC44A4|80736	chr6	31830971	31846823
SLC44A5|204962	chr1	75667816	76143610
SLC45A1|50651	chr1	8384390	8404226
SLC45A2|51151	chr5	33944722	33984780
SLC45A3|85414	chr1	205592804	205649630
SLC45A4|57210	chr8	142217274	142264225
SLC46A1|113235	chr17	26721661	26733228
SLC46A2|57864	chr9	115641201	115653193
SLC46A3|283537	chr13	29274220	29293150
SLC47A1|55244	chr17	19437167	19482346
SLC47A2|146802	chr17	19581629	19622292
SLC48A1|55652	chr12	48165370	48176535
SLC4A10|57282	chr2	162480845	162841785
SLC4A11|83959	chr20	3208064	3219836
SLC4A1AP|22950	chr2	27886338	27917846
SLC4A1|6521	chr17	42325759	42345502
SLC4A2|6522	chr7	150756657	150773613
SLC4A3|6508	chr2	220492292	220506701
SLC4A4|8671	chr4	72053003	72437803
SLC4A5|57835	chr2	74438733	74590554
SLC4A7|9497	chr3	27414215	27525838
SLC4A8|9498	chr12	51785132	51909547
SLC4A9|83697	chr5	139739787	139754722
SLC5A10|125206	chr17	18853989	18924003
SLC5A11|115584	chr16	24857316	24922943
SLC5A12|159963	chr11	26688566	26744974
SLC5A1|6523	chr22	32439037	32509009
SLC5A2|6524	chr16	31494439	31502092
SLC5A3|6526	chr21	35445870	35478560
SLC5A4|6527	chr22	32614465	32651318
SLC5A5|6528	chr19	17982782	18005982
SLC5A6|8884	chr2	27422459	27435071
SLC5A7|60482	chr2	108602995	108630439
SLC5A8|160728	chr12	101549995	101604016
SLC5A9|200010	chr1	48688357	48714316
SLC6A10P|386757	chr16	32888797	32896463
SLC6A11|6538	chr3	10857917	10980144
SLC6A12|6539	chr12	299250	323371
SLC6A13|6540	chr12	329791	372002
SLC6A14|11254	chr23	115567774	115592623
SLC6A15|55117	chr12	85253269	85306606
SLC6A16|28968	chr19	49792894	49828474
SLC6A17|388662	chr1	110693132	110744821
SLC6A18|348932	chr5	1225470	1246303
SLC6A19|340024	chr5	1201710	1225228
SLC6A1|6529	chr3	11034420	11080934
SLC6A20|54716	chr3	45796942	45838035
SLC6A2|6530	chr16	55690022	55737698
SLC6A3|6531	chr5	1392910	1445538
SLC6A4|6532	chr17	28523380	28562954
SLC6A5|9152	chr11	20620946	20676608
SLC6A6|6533	chr3	14444106	14530855
SLC6A7|6534	chr5	149569520	149590634
SLC6A8|6535	chr23	152953752	152962048
SLC6A9|6536	chr1	44457172	44497134
SLC7A10|56301	chr19	33699570	33716756
SLC7A11|23657	chr4	139085248	139163503
SLC7A13|157724	chr8	87226288	87242609
SLC7A14|57709	chr3	170177342	170303863
SLC7A1|6541	chr13	30083552	30169825
SLC7A2|6542	chr8	17354600	17428073
SLC7A3|84889	chr23	70145435	70150959
SLC7A4|6545	chr22	21383008	21386847
SLC7A5P1|81893	chr16	29624424	29625038
SLC7A5P2|387254	chr16	21529232	21531765
SLC7A5|8140	chr16	87863630	87903100
SLC7A6OS|84138	chr16	68334520	68344848
SLC7A6|9057	chr16	68298423	68335722
SLC7A7|9056	chr14	23242434	23289014
SLC7A8|23428	chr14	23594506	23652849
SLC7A9|11136	chr19	33321421	33360683
SLC8A1|6546	chr2	40339287	40739575
SLC8A2|6543	chr19	47931280	47975307
SLC8A3|6547	chr14	70510935	70655787
SLC9A10|285335	chr3	111859755	112013074
SLC9A11|284525	chr1	173469604	173572233
SLC9A1|6548	chr1	27425301	27481451
SLC9A2|6549	chr2	103236166	103327807
SLC9A3R1|9368	chr17	72744763	72765498
SLC9A3R2|9351	chr16	2076888	2089026
SLC9A3|6550	chr5	473334	524549
SLC9A4|389015	chr2	103089762	103150430
SLC9A5|6553	chr16	67282855	67306093
SLC9A6|10479	chr23	135067586	135129426
SLC9A7|84679	chr23	46466373	46618472
SLC9A8|23315	chr20	48429250	48508772
SLC9A9|285195	chr3	142984065	143567346
SLCO1A2|6579	chr12	21417535	21548371
SLCO1B1|10599	chr12	21284128	21392728
SLCO1B3|28234	chr12	20963638	21243038
SLCO1C1|53919	chr12	20848289	20906318
SLCO2A1|6578	chr3	133651542	133748920
SLCO2B1|11309	chr11	74811540	74917444
SLCO3A1|28232	chr15	92396938	92715665
SLCO4A1|28231	chr20	61273797	61317126
SLCO4C1|353189	chr5	101569694	101632253
SLCO5A1|81796	chr8	70584570	70747299
SLCO6A1|133482	chr5	101707650	101834720
SLED1|643036	chr4	185719451	185720200
SLFN11|91607	chr17	33677331	33700720
SLFN12L|342615	chr17	33801926	33864880
SLFN12|55106	chr17	33738083	33760173
SLFN13|146857	chr17	33762115	33775856
SLFN14|342618	chr17	33875144	33885110
SLFN5|162394	chr17	33570086	33594754
SLFNL1|200172	chr1	41481269	41487397
SLIT1|6585	chr10	98757795	98945683
SLIT2|9353	chr4	20255235	20620788
SLIT3|6586	chr5	168093072	168728133
SLITRK1|114798	chr13	84451344	84456528
SLITRK2|84631	chr23	144899347	144907358
SLITRK3|22865	chr3	164904518	164914469
SLITRK4|139065	chr23	142715945	142723596
SLITRK5|26050	chr13	88324870	88331868
SLITRK6|84189	chr13	86366922	86373483
SLK|9748	chr10	105727470	105787342
SLMAP|7871	chr3	57743174	57914894
SLMO1|10650	chr18	12407895	12432234
SLMO2|51012	chr20	57608201	57617901
SLN|6588	chr11	107578109	107582787
SLPI|6590	chr20	43880879	43883206
SLTM|79811	chr15	59171245	59225852
SLU7|10569	chr5	159828649	159846168
SLURP1|57152	chr8	143822363	143823829
SMAD1|4086	chr4	146402951	146480323
SMAD2|4087	chr18	45359467	45457515
SMAD3|4088	chr15	67358195	67487532
SMAD4|4089	chr18	48494387	48611409
SMAD5OS|9597	chr5	135465205	135470579
SMAD5|4090	chr5	135468536	135518422
SMAD6|4091	chr15	66994674	67074335
SMAD7|4092	chr18	46446224	46477081
SMAD9|4093	chr13	37422207	37494409
SMAGP|57228	chr12	51639133	51664202
SMAP1|60682	chr6	71377479	71571714
SMAP2|64744	chr1	40839728	40888992
SMARCA1|6594	chr23	128580480	128657460
SMARCA2|6595	chr9	2015342	2193621
SMARCA4|6597	chr19	11071598	11172959
SMARCA5|8467	chr4	144434616	144474566
SMARCAD1|56916	chr4	95128759	95212441
SMARCAL1|50485	chr2	217277137	217347772
SMARCB1|6598	chr22	24129150	24176704
SMARCC1|6599	chr3	47627378	47823596
SMARCC2|6601	chr12	56555637	56583351
SMARCD1|6602	chr12	50478983	50494493
SMARCD2|6603	chr17	61909441	61920351
SMARCD3|6604	chr7	150936060	150974231
SMARCE1|6605	chr17	38783976	38804103
SMC1A|8243	chr23	53401072	53449618
SMC1B|27127	chr22	45739947	45809500
SMC2|10592	chr9	106856541	106903693
SMC3|9126	chr10	112327449	112364390
SMC4|10051	chr3	160117430	160152739
SMC5|23137	chr9	72873878	72969789
SMC6|79677	chr2	17845080	17981462
SMCHD1|23347	chr18	2655886	2805014
SMCP|4184	chr1	152850798	152857515
SMCR5|140771	chr17	17680000	17682843
SMCR7L|54471	chr22	39896105	39914136
SMCR7|125170	chr17	18163848	18169093
SMCR8|140775	chr17	18218594	18231369
SMEK1|55671	chr14	91923958	91976813
SMEK2|57223	chr2	55775515	55845113
SMEK3P|139420	chr23	27478328	27481458
SMG1|23049	chr16	18816176	18937726
SMG5|23381	chr1	156219017	156252620
SMG6|23293	chr17	1963133	2207069
SMG7|9887	chr1	183441634	183523325
SMN1|6606	chr5	70220768	70247952
SMN2|6607	chr5	69345350	69374349
SMNDC1|10285	chr10	112052799	112064707
SMOC1|64093	chr14	70346143	70499083
SMOC2|64094	chr6	168842031	169068671
SMOX|54498	chr20	4129450	4168369
SMO|6608	chr7	128828713	128853383
SMPD1|6609	chr11	6411655	6416225
SMPD2|6610	chr6	109761931	109765121
SMPD3|55512	chr16	68392232	68482409
SMPD4|55627	chr2	130908980	130939694
SMPDL3A|10924	chr6	123109971	123130862
SMPDL3B|27293	chr1	28261504	28285662
SMPX|23676	chr23	21724092	21776230
SMR3A|26952	chr4	71226493	71232823
SMR3B|10879	chr4	71226493	71255959
SMS|6611	chr23	21958842	22012954
SMTNL1|219537	chr11	57308979	57318108
SMTNL2|342527	chr17	4487276	4511614
SMTN|6525	chr22	31477305	31500743
SMU1|55234	chr9	33041850	33076714
SMUG1|23583	chr12	54573783	54582757
SMURF1|57154	chr7	98625064	98741723
SMURF2|64750	chr17	62540735	62658386
SMYD1|150572	chr2	88367382	88412900
SMYD2|56950	chr1	214454565	214510477
SMYD3|64754	chr1	245912645	246670614
SMYD4|114826	chr17	1682830	1733175
SMYD5|10322	chr2	73441366	73454355
SNAI1|6615	chr20	48599527	48605418
SNAI2|6591	chr8	49830239	49833988
SNAI3|333929	chr16	88744091	88752882
SNAP23|8773	chr15	42787835	42825256
SNAP25|6616	chr20	10199477	10288065
SNAP29|9342	chr22	21213292	21245499
SNAP47|116841	chr1	227916240	227968932
SNAP91|9892	chr6	84262607	84419127
SNAPC1|6617	chr14	62229075	62263145
SNAPC2|6618	chr19	7985229	7988134
SNAPC3|6619	chr9	15422782	15465830
SNAPC4|6621	chr9	139270030	139292889
SNAPC5|10302	chr15	66782666	66790146
SNAPIN|23557	chr1	153631145	153634325
SNAR-A13|100169959	chr19	48410935	48411056
SNAR-A2|100126799	chr19	48421686	48421807
SNAR-A3|100169951	chr19	48427036	48427156
SNAR-A4|100169956	chr19	50620977	50621097
SNAR-B2|100170217	chr19	50637002	50637121
SNAR-C2|100170218	chr19	48416308	48416427
SNAR-C3|100170226	chr19	48453553	48453671
SNAR-C4|100170219	chr19	48442798	48442917
SNAR-D|100170227	chr19	50643459	50643577
SNAR-E|100170220	chr19	47333842	47333961
SNAR-F|100126781	chr19	51108220	51108342
SNAR-G1|100126780	chr19	49540277	49540404
SNAR-G2|100170228	chr19	49534926	49535044
SNAR-H|100170221	chr2	78182033	78182152
SNAR-I|100170222	chr3	190595719	190595839
SNCAIP|9627	chr5	121647386	121799794
SNCA|6622	chr4	90645251	90759447
SNCB|6620	chr5	176047211	176057557
SNCG|6623	chr10	88718288	88723017
SND1|27044	chr7	127292202	127732658
SNED1|25992	chr2	241938255	242033643
SNF8|11267	chr17	47007461	47022154
SNHG10|283596	chr14	95999253	96001209
SNHG11|128439	chr20	37075297	37079564
SNHG12|85028	chr1	28905052	28909495
SNHG1|23642	chr11	62619461	62623360
SNHG3-RCC1|751867	chr1	28832496	28865607
SNHG3|8420	chr1	28835902	28837381
SNHG4|724102	chr5	138609778	138618837
SNHG5|387066	chr6	86386726	86388451
SNHG6|641638	chr8	67834165	67837777
SNHG7|84973	chr9	139615818	139622636
SNHG8|100093630	chr4	119199914	119200974
SNHG9|735301	chr16	2014997	2015503
SNIP1|79753	chr1	38002145	38019903
SNN|8303	chr16	11762301	11773006
SNORA10|574042	chr16	2012335	2012467
SNORA11B|100124539	chr14	91592770	91592895
SNORA11C|100124540	chr23	47248049	47248175
SNORA11D|100124541	chr23	51933718	51933844
SNORA11E|100124542	chr23	51806443	51806569
SNORA11|677799	chr23	54840803	54840933
SNORA12|677800	chr10	101996913	101997059
SNORA13|654322	chr5	111497182	111497314
SNORA14A|677801	chr7	75573101	75573234
SNORA14B|677802	chr1	235291118	235291252
SNORA15|677803	chr7	56128163	56128295
SNORA16A|692073	chr1	28907432	28907565
SNORA16B|692157	chr1	212526160	212526292
SNORA18|677805	chr11	93466632	93466763
SNORA19|641451	chr10	120819527	120819650
SNORA1|677792	chr11	93465170	93465299
SNORA20|677806	chr6	160201282	160201413
SNORA21|619505	chr17	37009116	37009248
SNORA22|677807	chr7	65220513	65220645
SNORA23|677808	chr11	9450313	9450501
SNORA24|677809	chr4	119200345	119200475
SNORA25|684959	chr11	93463683	93463812
SNORA26|677810	chr4	53579416	53579537
SNORA27|619499	chr13	27829538	27829663
SNORA28|677811	chr14	103804186	103804311
SNORA29|677812	chr6	160206626	160206765
SNORA2A|677793	chr12	49050431	49050565
SNORA2B|677794	chr12	49061240	49061376
SNORA30|677813	chr16	30721858	30721986
SNORA31|677814	chr13	45911615	45911744
SNORA32|692063	chr11	93464145	93464265
SNORA34|677815	chr12	49048165	49048301
SNORA35|677816	chr23	113865259	113865386
SNORA36A|677817	chr23	153996803	153996930
SNORA36B|677818	chr1	220373888	220374018
SNORA36C|100124535	chr2	69747179	69747303
SNORA37|677819	chr18	51748654	51748782
SNORA38B|100124536	chr17	65736786	65736915
SNORA38|677820	chr6	31590856	31590985
SNORA39|677821	chr20	37076726	37078147
SNORA3|619562	chr11	8705774	8705903
SNORA40|677822	chr11	93468277	93468402
SNORA41|619569	chr2	207026952	207027081
SNORA42|677823	chr1	155889700	155889833
SNORA44|677825	chr1	28906893	28907024
SNORA45|677826	chr11	8706986	8707116
SNORA46|677827	chr16	58582403	58582537
SNORA47|677828	chr5	76376259	76376396
SNORA48|652965	chr17	7478031	7478165
SNORA49|677829	chr12	132515769	132515904
SNORA4|619568	chr3	186505402	186505538
SNORA50|677830	chr16	58593700	58593835
SNORA51|677831	chr20	2635713	2635844
SNORA52|619565	chr11	811681	811814
SNORA53|677832	chr12	98993413	98993662
SNORA54|677833	chr11	2985001	2985123
SNORA55|677834	chr1	40033046	40033182
SNORA56|677835	chr23	154003273	154003400
SNORA57|692158	chr11	62432894	62433042
SNORA58|677836	chr3	131197941	131198077
SNORA59B|677882	chr1	12567300	12567451
SNORA5A|654319	chr7	45143949	45144081
SNORA5B|677795	chr7	45145568	45145698
SNORA5C|677796	chr7	45144505	45144641
SNORA61|677838	chr1	28906276	28906405
SNORA62|6044	chr3	39452545	39452697
SNORA63|6043	chr3	186505088	186505222
SNORA64|26784	chr16	2012974	2013107
SNORA65|26783	chr9	130210781	130210916
SNORA66|26782	chr1	93306276	93306408
SNORA67|26781	chr17	7481273	7481409
SNORA68|26780	chr19	17973397	17973529
SNORA69|26779	chr23	118921316	118921447
SNORA6|574040	chr3	39449882	39450030
SNORA70B|100124537	chr2	61644379	61644512
SNORA70C|100124538	chr9	119943351	119943477
SNORA70|26778	chr23	153628622	153628756
SNORA71A|26777	chr20	37055949	37056086
SNORA71B|26776	chr20	37053843	37053978
SNORA71C|677839	chr20	37058310	37058447
SNORA71D|677840	chr20	37062505	37062642
SNORA72|26775	chr8	99054314	99054445
SNORA74A|26821	chr5	138614469	138614668
SNORA74B|677841	chr5	172447729	172447932
SNORA75|654321	chr2	232320511	232320647
SNORA76|677842	chr17	62223699	62223830
SNORA77|677843	chr1	203698709	203698833
SNORA78|677844	chr16	2015185	2015311
SNORA79|677845	chr14	81669039	81669178
SNORA7B|677797	chr3	129115060	129116797
SNORA80|677846	chr21	33749497	33749631
SNORA81|677847	chr3	186504464	186504641
SNORA84|100124534	chr9	95054743	95054875
SNORA8|654320	chr11	93463448	93469014
SNORA9|677798	chr7	45024977	45025109
SNORD102|26771	chr13	27829201	27829272
SNORD103A|692234	chr1	31408536	31422052
SNORD104|692227	chr17	62223438	62223517
SNORD105B|100113382	chr19	10220425	10220516
SNORD105|692229	chr19	10218327	10218411
SNORD109B|338429	chr15	25287121	25287187
SNORD10|652966	chr17	7480129	7480275
SNORD110|692213	chr20	2634858	2634930
SNORD111B|100113402	chr16	70563405	70563498
SNORD111|692214	chr16	70571908	70572001
SNORD113-1|767561	chr14	101391158	101391227
SNORD113-2|767562	chr14	101393679	101393748
SNORD113-4|767564	chr14	101402828	101402900
SNORD113-5|767565	chr14	101404524	101404600
SNORD113-6|767566	chr14	101405893	101405965
SNORD113-7|767567	chr14	101407463	101407537
SNORD113-9|767569	chr14	101411986	101412055
SNORD114-10|767588	chr14	101433389	101433458
SNORD114-11|767589	chr14	101434448	101434520
SNORD114-12|767590	chr14	101435285	101435357
SNORD114-13|767591	chr14	101436216	101436287
SNORD114-14|767592	chr14	101438440	101438512
SNORD114-15|767593	chr14	101439007	101439077
SNORD114-16|767594	chr14	101439932	101439999
SNORD114-17|767595	chr14	101441143	101441215
SNORD114-18|767596	chr14	101442162	101442231
SNORD114-19|767597	chr14	101442814	101442886
SNORD114-1|767577	chr14	101416170	101416239
SNORD114-20|767598	chr14	101447341	101447411
SNORD114-21|767599	chr14	101448312	101448381
SNORD114-22|767600	chr14	101449263	101449332
SNORD114-23|767603	chr14	101450213	101450282
SNORD114-24|767604	chr14	101451114	101451184
SNORD114-25|767605	chr14	101452394	101452464
SNORD114-26|767606	chr14	101453383	101453452
SNORD114-27|767608	chr14	101454498	101454565
SNORD114-28|767609	chr14	101455467	101455536
SNORD114-29|767610	chr14	101456428	101456496
SNORD114-2|767578	chr14	101418193	101418268
SNORD114-30|767611	chr14	101458256	101458325
SNORD114-31|767612	chr14	101459573	101459645
SNORD114-3|767579	chr14	101419686	101419758
SNORD114-4|767580	chr14	101420681	101420783
SNORD114-5|767581	chr14	101421707	101421774
SNORD114-6|767582	chr14	101423503	101423572
SNORD114-7|767583	chr14	101429391	101429466
SNORD114-8|767584	chr14	101431118	101431188
SNORD114-9|767585	chr14	101432366	101432435
SNORD115-10|100033447	chr15	25432683	25432763
SNORD115-11|100033448	chr15	25434561	25434642
SNORD115-13|100033450	chr15	25436387	25442649
SNORD115-14|100033451	chr15	25440068	25440148
SNORD115-16|100033454	chr15	25444595	25444676
SNORD115-17|100033455	chr15	25446470	25446551
SNORD115-1|338433	chr15	25415870	25415951
SNORD115-20|100033460	chr15	25451409	25477615
SNORD115-22|100033799	chr15	25455065	25455146
SNORD115-25|100033801	chr15	25460688	25460769
SNORD115-26|100033802	chr15	25463499	25479764
SNORD115-2|100033437	chr15	25417782	25417863
SNORD115-30|100033804	chr15	25470350	25470431
SNORD115-31|100033805	chr15	25472256	25472337
SNORD115-32|100033806	chr15	25474114	25474195
SNORD115-33|100033807	chr15	25475985	25476066
SNORD115-35|100033809	chr15	25479394	25479475
SNORD115-37|100033811	chr15	25483133	25483214
SNORD115-38|100033812	chr15	25484985	25485066
SNORD115-39|100033813	chr15	25486893	25486974
SNORD115-3|100033440	chr15	25420074	25420155
SNORD115-40|100033814	chr15	25488761	25488842
SNORD115-41|100033815	chr15	25490625	25490706
SNORD115-44|100033818	chr15	25496006	25496087
SNORD115-48|100033822	chr15	25514930	25515005
SNORD115-4|100033441	chr15	25421979	25422060
SNORD115-5|100033442	chr15	25423885	25423966
SNORD115-6|100033443	chr15	25425644	25425725
SNORD115-7|100033444	chr15	25425456	25427855
SNORD115-8|100033445	chr15	25429453	25429534
SNORD115-9|100033446	chr15	25430778	25430859
SNORD116-10|100033422	chr15	25319260	25319362
SNORD116-11|100033423	chr15	25321075	25321167
SNORD116-12|100033424	chr15	25322197	25322290
SNORD116-13|100033425	chr15	25324204	25324296
SNORD116-14|100033426	chr15	25325288	25325380
SNORD116-15|100033427	chr15	25326433	25326525
SNORD116-16|100033428	chr15	25327914	25328006
SNORD116-18|100033430	chr15	25330531	25330623
SNORD116-19|727708	chr15	25328734	25328826
SNORD116-1|100033413	chr15	25296623	25296718
SNORD116-20|100033431	chr15	25332808	25334042
SNORD116-22|100033433	chr15	25335059	25335157
SNORD116-23|100033434	chr15	25336932	25337024
SNORD116-24|100033435	chr15	25339183	25339275
SNORD116-25|100033436	chr15	25342809	25342901
SNORD116-26|100033438	chr15	25344645	25344741
SNORD116-27|100033439	chr15	25346721	25346813
SNORD116-28|100033820	chr15	25326238	25359068
SNORD116-29|100033821	chr15	25351667	25351750
SNORD116-2|100033414	chr15	25299356	25299451
SNORD116-3|100033415	chr15	25302006	25302101
SNORD116-4|100033416	chr15	25299014	25360803
SNORD116-5|100033417	chr15	25307479	25307574
SNORD116-8|100033420	chr15	25315578	25315673
SNORD117|692233	chr6	31504151	31504226
SNORD119|100113378	chr20	2443598	2443693
SNORD11B|100113392	chr2	203156040	203156151
SNORD11|692058	chr2	203157774	203157857
SNORD121A|100113379	chr9	33952763	33952852
SNORD121B|100113385	chr9	33934286	33934378
SNORD123|100113384	chr5	9548939	9549026
SNORD124|100113390	chr17	38183795	38183897
SNORD125|100113380	chr22	29729152	29729247
SNORD126|100113391	chr14	20794600	20794698
SNORD127|100113389	chr14	45580078	45580174
SNORD12B|100113393	chr20	47896850	47896952
SNORD12C|26765	chr20	47895482	47895559
SNORD12|692057	chr20	47897220	47897309
SNORD15A|6079	chr11	75111435	75111582
SNORD15B|114599	chr11	75115465	75115610
SNORD16|595097	chr15	66795151	66795248
SNORD17|692086	chr20	17943353	17943589
SNORD18A|595098	chr15	66795583	66795652
SNORD18B|595099	chr15	66794360	66794429
SNORD18C|595100	chr15	66793590	66793656
SNORD19B|100113381	chr3	52724754	52724846
SNORD19|692089	chr3	52723256	52723331
SNORD1A|677848	chr17	74557715	74557788
SNORD1B|677849	chr17	74557190	74557275
SNORD1C|677850	chr17	74553860	74559835
SNORD20|6082	chr2	232321155	232321234
SNORD21|6083	chr1	93302846	93302940
SNORD22|9304	chr11	62620382	62620507
SNORD23|692091	chr19	48259110	48259218
SNORD24|26820	chr9	136216251	136216324
SNORD25|9303	chr11	62623038	62623103
SNORD26|9302	chr11	62622764	62622838
SNORD27|9301	chr11	62622484	62622555
SNORD28|9300	chr11	62622093	62622167
SNORD29|9297	chr11	62621376	62621440
SNORD2|619567	chr3	186502585	186502654
SNORD30|9299	chr11	62621135	62621204
SNORD31|9298	chr11	62620798	62620865
SNORD32A|26819	chr19	49993223	49993304
SNORD32B|692092	chr6	29550029	29550104
SNORD33|26818	chr19	49993874	49993956
SNORD34|26817	chr19	49994164	49994229
SNORD35A|26816	chr19	49994432	49994517
SNORD35B|84546	chr19	50000976	50001060
SNORD36A|26815	chr9	136217311	136217380
SNORD36B|26814	chr9	136216949	136217019
SNORD36C|26813	chr9	136217701	136217765
SNORD37|26812	chr19	3982505	3982570
SNORD38A|94162	chr1	45243514	45243582
SNORD38B|94163	chr1	45244062	45244129
SNORD41|26810	chr19	12817263	12817332
SNORD42A|26809	chr17	27050447	27050509
SNORD42B|26808	chr17	27047568	27047634
